keywords,year,_objectid,_accessionnum,_title,_displaydate,_medium,_dimensions,_inscription,_markings,_artist,_provenance,_creditline,_classification,_watermarks,_imagelink,_uuid,id
French,2020,221478,2020.97.1,Untitled (A Study of Leaves),1864,albumen print,"image/sheet: 44.7 × 34 cm (17 5/8 × 13 3/8 in.)
mount: 68 × 53 cm (26 3/4 × 20 7/8 in.)","signed by artist, lower center in blue ink: Ch. Aubry; lower center stamped in blue ink: PHOTOGRAPHIE / 8. RUE DE LA REINE BLANCHE.; lower center embossed: MEDAILLE D'OR / CH. AUBRY / 1864; on verso, by unknown hand, bottom left in graphite perpendicular: 13th; bottom right in graphite: MCA.0107.2",,Charles Aubry,"(Graphics International Ltd., Washington, DC); (Tartt Gallery, Washington, DC); (Charles Isaacs Photographs, Inc., New York), 1993; Howard Stein, New York; Joy of Giving Something Foundation, New York; (sale, Phillips, New York, 3 April 2017, lot 23); (Fraenkel Gallery, San Francisco); NGA purchase, 2020.","Purchased as the Gift of Diana and Mallory Walker, Alfred H. Moses and Fern M. Schad Fund, and W. Bruce and Delaney H. Lundberg",Photograph,,https://api.nga.gov/iiif/48751a87-0b13-43dd-8881-f2d49271c80c/full/full/0/default.jpg,48751a87-0b13-43dd-8881-f2d49271c80c,48751a87-0b13-43dd-8881-f2d49271c80c
American,2020,222916,2020.96.1.a-g,Untitled,"1996, printed 2020",7 inkjet prints with sandblasted text on glass in wood frames,"image/sheet (each): 76.2 × 58.42 cm (30 × 23 in.)
framed (each): 83.03 × 67.79 × 2.86 cm (32 11/16 × 26 11/16 × 1 1/8 in.)
overall (installed): 83.03 × 474.5 × 2.86 cm (32 11/16 × 186 13/16 × 1 1/8 in.)","(first panel): center etched in glass: Squared-toed and flat-footed / we came walking / out of the wilderness / in twos & fours / heading north / toward industry / toward hope; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(second panel): across recto etched in glass: [sheet music]; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(third panel): center etched in glass: Guarded by Angels of Mercy / we cake-walked to Mood Indigo / into Shy-Town--The Windy City--Chicago; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(fourth panel): center etched in glass: Jet Black or Indian Red / our scale of values differs / from that of the world from / which we have been excluded; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(fifth panel): center etched in glass: Arriving in Bronzeville / we became killers of sheep / men of letters, women of steel; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(sixth panel): across recto etched in glass: [sheet music]; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink
(seventh panel): center etched in glass: Once out of the storm / came the act of naming / our voices crackling / with resistance / rose from deep within / and bid us rise / & stake our claim / block by block; on verso, lower left Mark Glista Frames stamp in red ink; Jack Shainman Gallery label lower right in black ink",,Carrie Mae Weems,"Carrie Mae Weems, Syracuse, NY; NGA purchase (through Jack Shainman Gallery, New York), 2020.",Patrons' Permanent Fund,Photograph,,https://api.nga.gov/iiif/292e86de-7b02-4fb4-9e37-a77e5a3f06bd/full/full/0/default.jpg,292e86de-7b02-4fb4-9e37-a77e5a3f06bd,292e86de-7b02-4fb4-9e37-a77e5a3f06bd
#N/A,2020,221454,2020.92.2,The Kingfisher's Haunt,c. 1890s,watercolor and gouache on paper laid down on board,sheet: 24.2 × 19.2 cm (9 1/2 × 7 9/16 in.),,,John George Sowerby,"(sale, Anderson & Garland, Newcastle, 23 September 2003, no. 303). (Hartnoll & Eyre, London). Christopher Cone, UK; (his sale, Sotheby's London, 22 May 2014, no. 138); (Stephen Ongpin, London); purchased 2020 by NGA.",William B. O'Neal Fund,Drawing,,https://api.nga.gov/iiif/4e4043b3-131b-453b-a484-517a4a997c5a/full/full/0/default.jpg,4e4043b3-131b-453b-a484-517a4a997c5a,4e4043b3-131b-453b-a484-517a4a997c5a
#N/A,2020,221455,2020.92.1,Study of Bay Leaves,before 1898,graphite on dark green paper,sheet: 52.9 × 38.1 cm (20 13/16 × 15 in.),,,Henry Ryland,"(Christopher Wood, London). (Shepherd Gallery, NY, c. 1994). Katherine Woodward Mellon [1938 - 2012], Stonington, CT; (her sale, Stair Gallery, Hudson, NY, 27 October 2012, no. 89); (Stephen Ongpin, London); purchased 2020 by NGA.",William B. O'Neal Fund,Drawing,,https://api.nga.gov/iiif/975cd68a-344c-4309-a607-1b81bab45766/full/full/0/default.jpg,975cd68a-344c-4309-a607-1b81bab45766,975cd68a-344c-4309-a607-1b81bab45766
#N/A,2020,221656,2020.90.2,Self-Portrait with Four Other Studies,1907/1909,drypoint,"plate: 18 × 28.6 cm (7 1/16 × 11 1/4 in.)
sheet: 33.5 × 45.4 cm (13 3/16 × 17 7/8 in.)",,dry stamp of Libreria Antiquaria Prandi,Umberto Boccioni,"(Libreria Prandi, Reggio Emilia, after 1957; their dry stamp); Private collection, Milan; (Stanza del Borgo, Milan); purchased 2020 by NGA.",Ailsa Mellon Bruce Fund,Print,,https://api.nga.gov/iiif/9bc1a0bf-1031-4e8a-b72a-6674626a06a3/full/full/0/default.jpg,9bc1a0bf-1031-4e8a-b72a-6674626a06a3,9bc1a0bf-1031-4e8a-b72a-6674626a06a3
gelatin silver print,2020,220280,2020.9.1,"Tanaquil Le Clercq and Todd Bolender in ""Metamorphoses""",1952,gelatin silver print,image/sheet: 24.29 × 19.21 cm (9 9/16 × 7 9/16 in.),"on verso, by unknown hand, top right in graphite: METAMORPHISIS / TANAQUIL LE CLERCQ; upper center stamped in black ink: GEORGE PLATT LYNES / 229 EAST 47 STREET NEW YORK; by unknown hand, center in graphite: 20",,George Platt Lynes,"George Platt Lynes, New York. (Keith de Lellis Gallery, New York); NGA purchase, 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/6e68aa7f-5fda-4edd-abef-7e64e91448d9/full/full/0/default.jpg,6e68aa7f-5fda-4edd-abef-7e64e91448d9,6e68aa7f-5fda-4edd-abef-7e64e91448d9
#N/A,2020,221604,2020.88.1,The Heather or Broom Gatherers,1851,watercolor on wove paper,sheet: 61.3 × 87.2 cm (24 1/8 × 34 5/16 in.),"at lower left, in brown ink: David Cox 1851",,David Cox,"Samuel Mayou [d. 1882], Edgbaston, Birmingham; sold before 1875 to Frederick Craven [c. 1818 – 1894], Manchester and Derbyshire; (his sale, Christie’s London, 18 May 1895, no. 33); (Thos. Agnew and Sons, London); William Hudson [1841-1916], Hulme Hall, Cheadle Hulme; by descent until 1985; (Thos. Agnew and Sons, London, stock no. 47014). (sale, Andrew Smith & Son, Winchester, 5 February 2019, no. 430); (James Mackinnon, Didling, Midhurst);",Purchased as the Gift of Alexander M. and Judith W. Laughlin,Drawing,,https://api.nga.gov/iiif/182bfc68-8155-41ea-aba7-856e419f8f0d/full/full/0/default.jpg,182bfc68-8155-41ea-aba7-856e419f8f0d,182bfc68-8155-41ea-aba7-856e419f8f0d
#N/A,2020,221909,2020.83.3,A Blacksmith (Un Forgeron),1833,aquatint on laid paper,"image: 15.9 × 96 cm (6 1/4 × 37 13/16 in.)
plate: 22.5 × 16.2 cm (8 7/8 × 6 3/8 in.)
sheet: 57.5 × 37.2 cm (22 5/8 × 14 5/8 in.)","in plate, in image, at upper right: ED [in circle]; in plate, above image, at right: 4",none,Eugène Delacroix,"(James A. Bergquist, Newton Centre, MA)","Purchased as the Gift of Ellen von Seggern Richter and Jan Paul Ritcher, and Ailsa Mellon Bruce Fund",Print,AQUAFORTISTES,https://api.nga.gov/iiif/df038fd9-7754-43ec-bf8b-6d31f2e0971b/full/full/0/default.jpg,df038fd9-7754-43ec-bf8b-6d31f2e0971b,df038fd9-7754-43ec-bf8b-6d31f2e0971b
portrait,2020,220580,2020.8.3,"Jared French, Fire Island",1942,gelatin silver print,image/sheet: 11.11 × 16.51 cm (4 3/8 × 6 1/2 in.),"on verso, signed by artist, lower right in graphite: Paul Cadmus; lower left stamped in purple ink: COLLECTION OF / PAUL CADMUS; by unknown hand, lower center in graphite inverted: F14; bottom left stamped in black ink: Collection of / Jon Anderson; by unknown hand, bottom left in graphite: 1942; bottom center: FIRE ISLAND / J. FRENCH by PC; bottom right: PJM 11012; bottom right: 2293-01",,Paul Cadmus,"Paul Cadmus, New York. Jon Anderson. (Paul M. Hertzmann, Inc., San Francisco), 1993; NGA purchase, 2019.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/1cb2b885-b5ea-444d-9914-647c26721741/full/full/0/default.jpg,1cb2b885-b5ea-444d-9914-647c26721741,1cb2b885-b5ea-444d-9914-647c26721741
portrait,2020,220579,2020.8.2,Chester Beach,c. 1910,platinum print,"image/sheet: 20.3 × 15.6 cm (8 × 6 1/8 in.)
mount: 28 × 21 cm (11 × 8 1/4 in.)","signed by artist, lower right below image in graphite: Gertrude Käsebier; possibly by Chester Beach, lower left below image in black ink: To the Macdougal Club / from Chester Beach; on verso, by unknown hand, bottom center in graphite: 2067.01",,Gertrude Käsebier,"(Paul M. Hertzmann, Inc., San Francisco), 1988; NGA purchase, 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/e3c83bd4-ad9d-4ab1-b8e4-1946cb3c442c/full/full/0/default.jpg,e3c83bd4-ad9d-4ab1-b8e4-1946cb3c442c,e3c83bd4-ad9d-4ab1-b8e4-1946cb3c442c
portrait,2020,220578,2020.8.1,William Edmondson,1933,gelatin silver print,image/sheet: 23.3 × 19.8 cm (9 3/16 × 7 13/16 in.),"on verso, by unknown hand, bottom center in graphite: 2481.01",,Louise Dahl-Wolfe,"(Paul M. Hertzmann, Inc., San Francisco), 2001; NGA purchase, 2020.",Purchased as the Gift of the Gallery Girls,Photograph,,https://api.nga.gov/iiif/ccda6cfa-e634-4443-a528-702fbc7cf67c/full/full/0/default.jpg,ccda6cfa-e634-4443-a528-702fbc7cf67c,ccda6cfa-e634-4443-a528-702fbc7cf67c
#N/A,2020,221263,2020.78.1,"A Farm near the Sea at Margate, Kent",1850,watercolor over graphite with gum arabic,sheet: 17.9 × 26.2 cm (7 1/16 × 10 5/16 in.),,,George Richmond,"By descent through the Richmond family until 2018; (Karen Taylor Fine Art, London); purchased 2020 by NGA.",Gift of Connie Simmons and James D. Krugman,Drawing,,https://api.nga.gov/iiif/22c14e62-d619-4f72-b732-9192dbef3f8b/full/full/0/default.jpg,22c14e62-d619-4f72-b732-9192dbef3f8b,22c14e62-d619-4f72-b732-9192dbef3f8b
Woman,2020,222891,2020.76.1.a-t,Ten Months,1977–1979,10 gelatin silver prints and 10 text panels,"image/sheet (each gelatin silver print): 21 × 54 cm (8 1/4 × 21 1/4 in.)
image/sheet (each text panel): 9.2 × 37.1 cm (3 5/8 × 14 5/8 in.)
framed (each gelatin silver print): 23.2 × 56.2 × 3.5 cm (9 1/8 × 22 1/8 × 1 3/8 in.)
framed (each text panel): 11.8 × 39.7 × 3.5 cm (4 5/8 × 15 5/8 × 1 3/8 in.)
overall (installed): 203 × 518 cm (79 15/16 × 203 15/16 in.)","(first text panel): across recto printed in black ink: ONE/ She dreams of paws, and of “carrying” a cat while others carry babies. / Later, all the cats pay homage.
(second text panel): across recto printed in black ink: TWO/ She must have wanted this, this predicament, these contradictions. She / believes physical conception must be “enabled” by will or desire, like any other / creative process. / (Pregnant with thought. Brainchild. Giving birth to an idea.)
(third text panel): across recto printed in black ink: THREE/ She will bring forth in time. Their “we” will be extended, her “I” will / be altered, enlarged or annihilated. This is the terror hidden in bliss-- / She keeps on describing bodily states, as though that will help her incorporate / the changes within her notion of ‘self’.
(fourth text panel): across recto printed in black ink: FOUR/ She writes: One is born into time. And in time, introduced to language... / Or rather-- One is born. And through language, introduced to time... / Perhaps even-- One is born, in time, through language.
(fifth text panel): across recto printed in black ink: FIVE/ She now understands that it is perfectly possible to forget who one has / been and what one has accomplished. / Continuing the piece requires great effort. It is her voice, her body. It is pain- / ful being inside and outside simultaneously.
(sixth text panel): across recto printed in black ink: SIX/ She speaks (as a woman) about everything, although they wish her to speak / only about women’s things. They like her to speak about everything only if she / does not speak “as a woman”, only if she will agree in advance to play the art- / ist’s role as neutral (neuter) observer. / She does not speak (as a woman) about anything, although they want her to. There / is nothing she can speak of “as a woman”. As a woman, she can not speak.
(seventh text panel): across recto printed in black ink: SEVEN/ Knots and knows, Some NOT’s & NO’s about art-- [underlined] / 1. The subject matter of work is not its content. / 2. A work’s meaning is not necessarily the same as the ‘intention’ or ‘purpose’ / of the artist. / 3. There is no distinction between ‘reading’ images and reading texts.
(eighth text panel): across recto printed in black ink: EIGHT/ She is the content of a mania she can observe. The object of the ex- / ercise, she must remain its subject, chaotic and tormented. (“Tormented” is not [underlined] / too strong a word, she decides later.) She knows she will never finish in time. / And meanwhile, the photographs, like someone else’s glance, gain significance / through perseverance.
(ninth text panel): across recto printed in black ink: NINE/ It is easier to describe thoughts than feelings. It is easier to describe / despair than joy. For these reasons, the writing gives a false impression: there / is not enough exultation in it. / At that point, she writes: Time is no longer a hindrance, but a means of making / actual what is potential.
(tenth text panel): across recto printed in black ink: TEN/ 10 Months / “seeing” (& depicting).................natural ‘fact’ (photos) / “feeling” (& describing) ............... cultural artifacts (texts) / She needs to resolve these feelings of stress caused by having internalized two / or more ways of knowing, believing, and understanding practically everything. She / affirms her discovery of a way out through “truth-telling”: acknowledging con- / tradictions, expressing inconsistencies, doubletalk, ambiguity. She writes that / she is no longer confused.
",,Susan Hiller,"Estate of Susan Hiller, London.; NGA purchase (through Lisson Gallery, London), 2020.","Gift of the Collectors Committee, Alfred H. Moses and Fern M. Schad Fund, Gregory and Aline Gooding Fund, and David Knaus Fund",Photograph,,https://api.nga.gov/iiif/0156c0db-a1aa-4d48-8b4f-3783ded84980/full/full/0/default.jpg,0156c0db-a1aa-4d48-8b4f-3783ded84980,0156c0db-a1aa-4d48-8b4f-3783ded84980
#N/A,2020,221607,2020.74.3,Cengio,1922,etching printed in black on wove paper,"plate: 21.7 × 26.6 cm (8 9/16 × 10 1/2 in.)
sheet: 32 × 36.3 cm (12 5/8 × 14 5/16 in.)",lower right in graphite: Carlo Carrà / al suo amico Oppo / Milano 18 - 12 -925,,Carlo Carrà,"Cipriano Efisio Oppo, Rome  [1891-1962]. (La Portantina di Mattia Jona, MIlan); purchased 2020 by NGA.",Ailsa Mellon Bruce Fund,Print,,https://api.nga.gov/iiif/08e41092-3080-405a-b1c3-c9b81144db47/full/full/0/default.jpg,08e41092-3080-405a-b1c3-c9b81144db47,08e41092-3080-405a-b1c3-c9b81144db47
#N/A,2020,221606,2020.74.2,Sintesi di figura seduta (Synthesis of a Seated Figure),1917,"etching and softground etching, printed in black on wove paper","plate: 18.4 × 13.7 cm (7 1/4 × 5 3/8 in.)
sheet: 31.4 × 24.7 cm (12 3/8 × 9 3/4 in.)",lower left in graphite: Sintesi di figura seduta; lower right  in graphite: Achille Lega 1917,,Achille Lega,"(La Portantina di Mattia Jona, Milan); purchased 2020 by NGA.",Ailsa Mellon Bruce Fund,Print,,https://api.nga.gov/iiif/d3941a62-ef57-406a-816a-ccc6cea76ba8/full/full/0/default.jpg,d3941a62-ef57-406a-816a-ccc6cea76ba8,d3941a62-ef57-406a-816a-ccc6cea76ba8
#N/A,2020,221605,2020.74.1,"Pusterla dei Fabbri, Milan",c. 1888,"charcoal with stumping, wash, graphite, and pen and black ink, heightened with white gouache",sheet: 37.5 × 49.5 cm (14 3/4 × 19 1/2 in.),lower left in black chalk: M Bianchi,,Mosè Bianchi,"Marià Elvira Celia Méndez de Bernasconi [1927-2005] Buenos-Aires (Lugt 5374). (La Portantina di Mattia Jona, Milan); purchased 2020 by NGA.",Joseph F. McCrindle Endowment Foundation,Drawing,,https://api.nga.gov/iiif/5533ce58-8fee-4093-aed8-559c929bebf9/full/full/0/default.jpg,5533ce58-8fee-4093-aed8-559c929bebf9,5533ce58-8fee-4093-aed8-559c929bebf9
#N/A,2020,222049,2020.73.2,Adoration of the Shepherds,1780s,etching and aquatint on laid paper,sheet (trimmed within plate mark): 20.8 × 15.8 cm (8 3/16 × 6 1/4 in.),lower left in plate: GGF,Konrad Meier (not in Lugt),Gaetano Gandolfi,"Konrad Meier (not in Lugt). (Il Bulino Antiche Stampe di Matteo Crespi, Milan); purchased 2020 by NGA.",Ailsa Mellon Bruce Fund,Print,,https://api.nga.gov/iiif/f5ce1e41-265f-4e59-bc9a-5c7d471ee89c/full/full/0/default.jpg,f5ce1e41-265f-4e59-bc9a-5c7d471ee89c,f5ce1e41-265f-4e59-bc9a-5c7d471ee89c
French,2020,221098,2020.72.1,Cranes,c. 1900,gum dichromate print,"image: 16.2 × 23.1 cm (6 3/8 × 9 1/8 in.)
sheet: 24.1 × 29.9 cm (9 1/2 × 11 3/4 in.)","signed by artist, lower left in graphite: R. Demachy; on verso, possibly by artist, upper left in graphite perpendicular: Mme [illegible] Chrétien [?] / Port de Deauville [crossed out] / Bassin Du [illegible] / Les [illegible] de / La ""guerre des / mondes"" M. Wells",,Robert Demachy,"Private collection, England; (Lee Gallery, Winchester, MA), 2019; NGA purchase, 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/a334cc88-4433-4856-9b6d-1f700580cf6a/full/full/0/default.jpg,a334cc88-4433-4856-9b6d-1f700580cf6a,a334cc88-4433-4856-9b6d-1f700580cf6a
portrait,2020,221192,2020.71.3,Untitled,1959–1960,gelatin silver print,image/sheet/mount: 29.2 × 19.7 cm (11 1/2 × 7 3/4 in.),"on verso, upper right Louis Draper Estate stamp in black ink perpendicular; by unknown hand, bottom left in graphite: LD151; bottom center: DR0113.2; bottom center: LDR-00087-SP",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/c76a4b03-e741-407a-bab0-d239f95fd55d/full/full/0/default.jpg,c76a4b03-e741-407a-bab0-d239f95fd55d,c76a4b03-e741-407a-bab0-d239f95fd55d
Street,2020,221191,2020.71.2,"Graffiti Wall, New York",c. 1965,gelatin silver print,"image: 20.1 × 30 cm (7 15/16 × 11 13/16 in.)
sheet: 27.94 × 35.56 cm (11 × 14 in.)","on verso, by unknown hand, bottom center in graphite: DR 0014     LDR-00052-SP; bottom right: [Book 21]",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/a8217107-050e-4ca3-b187-9938b59d3f42/full/full/0/default.jpg,a8217107-050e-4ca3-b187-9938b59d3f42,a8217107-050e-4ca3-b187-9938b59d3f42
portrait,2020,221190,2020.71.1,"Fannie Lou Hamer, Mississippi","July, 1991",gelatin silver print,"image: 21.5 × 29.2 cm (8 7/16 × 11 1/2 in.)
sheet: 27.94 × 35.56 cm (11 × 14 in.)","on verso, by unknown hand, bottom center in graphite: LDR-00027-SP   LD118",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/fdc4f3fc-580b-4148-92d5-e5380b00606d/full/full/0/default.jpg,fdc4f3fc-580b-4148-92d5-e5380b00606d,fdc4f3fc-580b-4148-92d5-e5380b00606d
Street,2020,221487,2020.70.3,Untitled (Playground),c. 1965,gelatin silver print,image/sheet/mount: 25.7 × 19.1 cm (10 1/8 × 7 1/2 in.),"on verso, by unknown hand, top left in black ink crossed out: 11-9 PLAYGROUND; top center in graphite: 1; upper left in black ink: # 9 [crossed out] 130 PLAYGROUND; upper right stamped in black ink: Photograph / By / LOUIS DRAPER; by unknown hand, upper right in black ink: 13 PUTNAM AVE / PO BOX 212 / BROOKLYN 11238, N.Y.; center in black ink crossed out: PHOTOGRAPH / BY / LOUIS DRAPER / 20 E. 127TH ST / NY 10035, N.Y.; lower center Louis Draper Estate stamp in black ink; by unknown hand, lower right in graphite circled: 45; bottom left in graphite: LDR-00120-SP; bottom center: DR0197.00; bottom right: [22/43]",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; (Vintage Works, Ltd., Chalfont, PA); NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/74f46e96-c053-412f-972b-bb1e8248dcb9/full/full/0/default.jpg,74f46e96-c053-412f-972b-bb1e8248dcb9,74f46e96-c053-412f-972b-bb1e8248dcb9
Street,2020,221486,2020.70.2,"Summer, New York City","1961, printed c. 1970s",gelatin silver print,"image: 23.4 × 33.9 cm (9 3/16 × 13 3/8 in.)
sheet: 27.9 × 35.3 cm (11 × 13 7/8 in.)","on verso, lower center artist estate stamp and copyright in black ink; by unknown hand, bottom center in graphite: LDR-00215-SP; bottom right circled: 133",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; (Vintage Works, Ltd., Chalfont, PA); NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/1e0db062-7d0e-4d4f-857a-a6fb673c1a1a/full/full/0/default.jpg,1e0db062-7d0e-4d4f-857a-a6fb673c1a1a,1e0db062-7d0e-4d4f-857a-a6fb673c1a1a
Street,2020,221483,2020.70.1,Lincoln Center,"1961, printed c. 1970s",gelatin silver print,"image: 16.8 × 25.1 cm (6 5/8 × 9 7/8 in.)
sheet: 27.9 × 35.3 cm (11 × 13 7/8 in.)","on verso, lower center Louis Draper Estate stamp in black ink; by unknown hand, lower right in graphite circled: 102; bottom center in graphite: LDR-00214-SP; bottom right: Book 18 [circled]",,Louis Draper,"Louis Draper, New York; The Louis H. Draper Preservation Trust, New York; (Vintage Works, Ltd., Chalfont, PA); NGA purchase (through Bruce Silverstein Gallery, New York), 2020.",Alfred H. Moses and Fern M. Schad Fund,Photograph,,https://api.nga.gov/iiif/9bc7aa08-4983-4bac-ba8c-35de6e497259/full/full/0/default.jpg,9bc7aa08-4983-4bac-ba8c-35de6e497259,9bc7aa08-4983-4bac-ba8c-35de6e497259
#N/A,2020,221065,2020.7.2,No title,1957/1958,sugarlift etching,"sheet: 37.15 × 28.58 cm (14 5/8 × 11 1/4 in.)
framed: 41.91 × 38.1 × 3.18 cm (16 1/2 × 15 × 1 1/4 in.)
image: 25.08 × 19.69 cm (9 7/8 × 7 3/4 in.)",,,Eva Hesse,,Avalon Fund and Gerald Cerny Fund,Print,,https://api.nga.gov/iiif/e1d837ba-04ca-4140-9a17-10c93abb3a1e/full/full/0/default.jpg,e1d837ba-04ca-4140-9a17-10c93abb3a1e,e1d837ba-04ca-4140-9a17-10c93abb3a1e
#N/A,2020,221064,2020.7.1,No title,1958,aquatint and etching on wove paper,"sheet: 25.4 × 33.34 cm (10 × 13 1/8 in.)
framed: 36.83 × 41.91 × 3.18 cm (14 1/2 × 16 1/2 × 1 1/4 in.)
image: 12.38 × 17.46 cm (4 7/8 × 6 7/8 in.)",,,Eva Hesse,,Avalon Fund and Gerald Cerny Fund,Print,,https://api.nga.gov/iiif/28a5f067-a3b4-4010-a843-3fdfb824f862/full/full/0/default.jpg,28a5f067-a3b4-4010-a843-3fdfb824f862,28a5f067-a3b4-4010-a843-3fdfb824f862
portrait,2020,221713,2020.69.4,"Serge Lifar, The Genius of the Dance",1935,gelatin silver print,"image/sheet: 28.8 × 22.3 cm (11 5/16 × 8 3/4 in.)
mount (1): 35.7 × 25.5 cm (14 1/16 × 10 1/16 in.)
mount (2): 43 × 30.4 cm (16 15/16 × 11 15/16 in.)","on verso, by unknown hand, top left in graphite: SBG-VKP-0048-C; upper left: V39; upper center in black ink: 2. [underlined] ""SERGE LIFAR"" / BY VIOLET KEENE / SECOND STREET / OAKVILLE / ONTARIO / CANADA; upper right in orange crayon:156; center Scarborough Photographic Club 1936 International Exhibition label",,Violet Keene Perinchief,"Estate of the artist, Toronto; Minna, Tom, and Peter Sturrup, Ontario, CA; NGA purchase (through Stephen Bulger Gallery, Toronto), 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/027f4a1e-7d01-4d7f-9c4a-ac79b3bc8f36/full/full/0/default.jpg,027f4a1e-7d01-4d7f-9c4a-ac79b3bc8f36,027f4a1e-7d01-4d7f-9c4a-ac79b3bc8f36
Woman,2020,221712,2020.69.3,Marionettes,1930,gelatin silver print,"image/sheet: 33 × 25.5 cm (13 × 10 1/16 in.)
mount (1): 39.1 × 28.2 cm (15 3/8 × 11 1/8 in.)
mount (2): 44.6 × 30.9 cm (17 9/16 × 12 3/16 in.)","signed by artist, lower left below image in graphite: Violet Keene; on verso, by unknown hand, top left in graphite: SBG-VKP-0059-C; upper left: V49; upper center in black ink: 2 [circled] ""THE MARRIONETTES"" / BY VIOLET KEENE / SECOND St. / OAKVILLE / ONTARIO / CANADA",,Violet Keene Perinchief,"Estate of the artist, Toronto; Minna, Tom, and Peter Sturrup, Ontario, CA; NGA purchase (through Stephen Bulger Gallery, Toronto), 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/1551b0e6-7536-48b8-b57f-e2211ba700c6/full/full/0/default.jpg,1551b0e6-7536-48b8-b57f-e2211ba700c6,1551b0e6-7536-48b8-b57f-e2211ba700c6
portrait,2020,221711,2020.69.2,The Arrogant,1935,gelatin silver print,"image/sheet: 32.8 × 24.7 cm (12 15/16 × 9 3/4 in.)
mount (1): 39.3 × 28.2 cm (15 1/2 × 11 1/8 in.)
mount (2): 46.1 × 32.8 cm (18 1/8 × 12 15/16 in.)","signed by artist, lower left below image in graphite: Violet Keene; on verso, by unknown hand, top left in graphite: SBG-VKP-0060-C; upper left: V48; upper center in black ink: 2. [underlined] ""THE ARROGANT"" / BY VIOLET KEENE / SECOND STREET / OAKVILLE / ONTARIO / CANADA; upper right in orange crayon: 203/1078",,Violet Keene Perinchief,"Estate of the artist, Toronto; Minna, Tom, and Peter Sturrup, Ontario, CA; NGA purchase (through Stephen Bulger Gallery, Toronto), 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/3de811fe-5362-4008-b93f-1ea8d3df08e6/full/full/0/default.jpg,3de811fe-5362-4008-b93f-1ea8d3df08e6,3de811fe-5362-4008-b93f-1ea8d3df08e6
Woman,2020,221710,2020.69.1,A Modern Miss,1940,gelatin silver print,"image/sheet: 33.8 × 25.4 cm (13 5/16 × 10 in.)
mount (1): 39.7 × 29.3 cm (15 5/8 × 11 9/16 in.)
mount (2): 45.7 × 33.9 cm (18 × 13 3/8 in.)","signed by artist, lower left below image in graphite: Violet Keene; on verso, by artist, top left in graphite: A Modern Miss; by unknown hand, upper left in graphite: SBG-VKP-0002-C; upper left in black ink circled: 3; upper left in graphite: V68; center in black ink: ""A MODERN MISS"" / Study by VIOLET KEENE / Oakville / Ontario / Canada; center right Boston Camera Club label; by unknown hand, lower center in graphite circled: 210 / 800; lower right: 1B",,Violet Keene Perinchief,"Estate of the artist, Toronto; Minna, Tom, and Peter Sturrup, Ontario, CA; NGA purchase (through Stephen Bulger Gallery, Toronto), 2020.",Pepita Milmore Memorial Fund,Photograph,,https://api.nga.gov/iiif/b5b05888-1936-4ed1-bed5-5ca51feda812/full/full/0/default.jpg,b5b05888-1936-4ed1-bed5-5ca51feda812,b5b05888-1936-4ed1-bed5-5ca51feda812
